fTNear,fTFar,fDelT,fQNear,fQFar,d
1447372638,1447372642,4,2036,1377,-20
1447909886,1447909881,-5,1795,5642,-20
1448264918,1448264919,1,1721,1116,-20
1449536970,1449536975,5,1788,1689,-20
1450270071,1450270077,6,2762,1479,-20
1452928984,1452928988,4,2160,1786,-20
1453268239,1453268238,-1,1064,1040,-20
1457507317,1457507322,5,2369,1228,-20
1461419551,1461419555,4,2251,1681,-20
1462176450,1462176454,4,1778,1766,-20
1462923206,1462923211,5,1971,1133,-20
1465846433,1465846429,-4,1873,5852,-20
1466912559,1466912563,4,2216,1484,-20
1467311084,1467311087,3,1860,1421,-20
1470294202,1470294204,2,2115,1833,-20
1473755486,1473755489,3,1925,1848,-20
1473990493,1473990497,4,2664,2086,-20
1485336971,1485336973,2,1477,1196,-20
1487039811,1487039814,3,1617,1276,-20
1490603183,1490603187,4,1809,1463,-20
1496050594,1496050594,0,1601,1338,-20
1496391141,1496391147,6,2059,740,-20
1496581838,1496581842,4,1420,1471,-20
1498660453,1498660455,2,3281,3852,-20
1499147235,1499147238,3,1826,1248,-20
1500657429,1500657429,0,1401,1159,-20
1501604094,1501604095,1,2052,1041,-20
1503885409,1503885416,7,3548,1342,-20
1506273656,1506273660,4,1872,1267,-20
1508820637,1508820641,4,2062,2165,-20
1509652902,1509652906,4,1823,1308,-20
1511378551,1511378554,3,1994,1733,-20
1511863222,1511863211,-11,887,1820,-20
1513486899,1513486904,5,2191,1611,-20
1515769269,1515769275,6,2379,1717,-20
1518210982,1518210987,5,2132,1263,-20
1518769402,1518769409,7,8822,3925,-20
1523753416,1523753420,4,2086,1682,-20
1525347590,1525347591,1,1527,941,-20
1526612273,1526612275,2,1778,1825,-20
1528929633,1528929634,1,1723,1552,-20
1533671038,1533671042,4,1874,1711,-20
1535762876,1535762880,4,2019,1276,-20
1536900209,1536900215,6,1355,1577,-20
1538104492,1538104494,2,1290,1068,-20
1540533245,1540533247,2,1591,1494,-20
1547773253,1547773254,1,1668,1456,-20
1549298199,1549298202,3,2380,1767,-20
1549356080,1549356083,3,1711,1568,-20
1549650787,1549650790,3,2249,1529,-20
1560770850,1560770855,5,1481,1259,-20
1565969250,1565969254,4,1493,1167,-20
1566463403,1566463408,5,58,1241,-20
